Date,Adj Close,Volume,1 Mo,3 Mo,6 Mo,1 Yr,3 Yr,5 Yr,10 Yr,30 Yr,Adj Close AMD,Adj Close Intel,Adj Close Broadcom
6/6/2018,263.353607,9283900,1.81,1.95,2.13,2.32,2.65,2.81,2.97,3.13,15.67,54.016262,238.81163
6/7/2018,261.118835,9236200,1.78,1.94,2.12,2.31,2.63,2.77,2.93,3.08,14.89,52.927032,239.8629
6/8/2018,260.503021,9011400,1.78,1.93,2.12,2.3,2.63,2.77,2.93,3.08,15.25,52.140888,233.782028
6/11/2018,258.854248,6634300,1.82,1.94,2.11,2.32,2.66,2.8,2.96,3.1,15.73,51.638897,236.373871
6/12/2018,260.800995,7979000,1.81,1.92,2.1,2.31,2.67,2.81,2.96,3.09,15.85,51.923046,236.917603
6/13/2018,260.622284,8455200,1.82,1.94,2.09,2.35,2.71,2.85,2.98,3.1,16.32,52.121952,238.865967
6/14/2018,265.101715,10750400,1.81,1.94,2.07,2.35,2.69,2.81,2.94,3.05,16.25,52.605003,243.288467
6/15/2018,263.46286,10806500,1.82,1.94,2.07,2.35,2.68,2.81,2.93,3.05,16.34,52.197723,244.892517
6/18/2018,263.293976,8906700,1.84,1.94,2.13,2.35,2.67,2.8,2.92,3.05,17.110001,50.4076,239.699753
6/19/2018,258.407349,14873300,1.85,1.94,2.13,2.34,2.64,2.77,2.89,3.02,16.690001,50.132927,238.057648
6/20/2018,260.532837,9244500,1.85,1.94,2.14,2.36,2.67,2.8,2.93,3.06,16.52,50.634911,238.30397
6/21/2018,255.368073,8987900,1.85,1.94,2.12,2.34,2.65,2.77,2.9,3.04,15.65,49.43203,236.871719
6/22/2018,249.249786,10854000,1.83,1.93,2.11,2.33,2.65,2.77,2.9,3.04,15.8,49.725643,236.926407
6/25/2018,237.499969,16645400,1.8,1.93,2.13,2.34,2.63,2.75,2.87,3.02,15.11,48.030239,230.27597
6/26/2018,240.350525,11972100,1.79,1.93,2.14,2.33,2.63,2.75,2.88,3.03,15.5,47.045197,229.47319
6/27/2018,234.122971,11347300,1.79,1.93,2.1,2.33,2.59,2.71,2.83,2.97,14.97,46.183289,225.431793
6/28/2018,239.22818,8450300,1.76,1.93,2.11,2.33,2.6,2.73,2.84,2.97,15.31,46.647385,223.41568
6/29/2018,235.294983,9807500,1.77,1.93,2.11,2.33,2.63,2.73,2.85,2.98,14.99,47.083088,221.353943
7/2/2018,240.598801,8939300,1.9,1.98,2.14,2.34,2.65,2.75,2.87,2.99,15.16,47.547192,220.815704
7/3/2018,235.235413,5568300,1.91,1.98,2.12,2.33,2.63,2.72,2.83,2.96,15,46.855774,218.297821
7/5/2018,241.085495,7655400,1.87,1.96,2.11,2.32,2.65,2.74,2.84,2.95,15.5,48.068115,223.871811
7/6/2018,245.654327,7408800,1.86,1.97,2.13,2.34,2.64,2.71,2.82,2.94,16.360001,48.655361,225.951782
7/9/2018,247.561325,7597000,1.87,1.98,2.15,2.34,2.66,2.75,2.86,2.96,16.610001,49.119473,225.723709
7/10/2018,251.53421,9000400,1.88,1.99,2.15,2.36,2.69,2.77,2.87,2.97,16.549999,49.403614,228.579147
7/11/2018,245.852997,9187700,1.89,1.97,2.14,2.36,2.67,2.74,2.85,2.95,16.27,48.494343,222.083771
7/12/2018,249.527893,8637700,1.89,1.98,2.17,2.39,2.68,2.75,2.85,2.95,16.559999,49.583569,191.559082
7/13/2018,247.630859,6174700,1.87,1.98,2.16,2.37,2.66,2.73,2.83,2.94,16.27,49.460445,184.698792
7/16/2018,246.518433,4925900,1.9,2.01,2.19,2.39,2.67,2.75,2.85,2.96,16.58,49.261543,185.41951
7/17/2018,251.971237,9053400,1.93,2.02,2.19,2.39,2.69,2.76,2.86,2.97,16.870001,49.015282,190.035599
7/18/2018,249.994705,6941000,1.9,2,2.17,2.43,2.69,2.77,2.88,2.99,16.85,48.986866,190.464371
7/19/2018,250.322479,5893800,1.89,2,2.16,2.4,2.67,2.74,2.84,2.96,16.709999,49.233128,191.914871
7/20/2018,249.190216,5558800,1.86,1.99,2.16,2.41,2.68,2.77,2.89,3.03,16.5,49.166824,191.878418
7/23/2018,247.72023,7539600,1.88,1.99,2.19,2.42,2.72,2.83,2.96,3.1,16.66,49.545692,197.707825
7/24/2018,247.024994,8865500,1.92,2.02,2.19,2.42,2.74,2.83,2.95,3.08,16.190001,49.422558,198.273438
7/25/2018,250.163589,7977800,1.9,2.01,2.2,2.42,2.74,2.82,2.94,3.06,16.049999,49.659348,206.146332
7/26/2018,253.113449,8128100,1.89,1.99,2.19,2.41,2.78,2.86,2.98,3.1,18.35,49.403614,203.601105
7/27/2018,250.312576,7385500,1.9,2,2.2,2.43,2.76,2.84,2.96,3.09,18.940001,45.160358,201.657959
7/30/2018,242.476013,8508500,1.91,2.04,2.21,2.43,2.77,2.85,2.98,3.11,19.42,45.169834,205.434784
7/31/2018,243.201065,7099700,1.94,2.03,2.21,2.44,2.77,2.85,2.96,3.08,18.33,45.558163,202.314804
8/1/2018,244.800156,7088900,1.93,2.03,2.22,2.45,2.78,2.87,3,3.13,18.48,46.230652,197.780807
8/2/2018,248.922012,6741700,1.89,2.02,2.22,2.45,2.76,2.85,2.98,3.12,18.790001,46.865242,197.370285
8/3/2018,250.392014,5357200,1.9,2.01,2.23,2.43,2.74,2.82,2.95,3.09,18.49,47.007313,198.702225
8/6/2018,252.308945,5187700,1.92,2.05,2.23,2.44,2.73,2.8,2.94,3.08,19.43,46.978725,197.917648
8/7/2018,255.209167,6453300,1.96,2.06,2.23,2.45,2.76,2.84,2.98,3.12,19.559999,47.359894,200.982895
8/8/2018,256.66925,6552500,1.93,2.06,2.24,2.44,2.77,2.83,2.96,3.12,19.58,47.607647,200.207443
8/9/2018,254.722488,5107000,1.91,2.06,2.25,2.44,2.74,2.8,2.93,3.08,19.1,47.779175,197.580109
8/10/2018,253.063766,6409900,1.92,2.05,2.23,2.42,2.68,2.75,2.87,3.03,19.059999,46.549908,193.611725
8/13/2018,254.384781,9380200,1.93,2.06,2.22,2.42,2.68,2.75,2.88,3.05,19.73,46.168747,192.562607
8/14/2018,259.658783,11655500,1.96,2.08,2.25,2.44,2.71,2.77,2.89,3.06,20.02,45.854282,189.114212
8/15/2018,257.324738,14778400,1.96,2.07,2.23,2.45,2.68,2.73,2.86,3.03,19.700001,45.225361,188.457367
8/16/2018,255.695801,20031500,1.96,2.07,2.24,2.45,2.7,2.75,2.87,3.03,19.33,44.949017,190.382278
8/17/2018,243.161316,28579700,1.95,2.05,2.24,2.44,2.68,2.75,2.87,3.03,19.77,44.882309,190.911407
8/20/2018,246.160889,21359700,1.93,2.06,2.25,2.43,2.65,2.7,2.82,2.99,19.98,44.310558,188.585068
8/21/2018,251.603745,16849700,1.94,2.08,2.25,2.45,2.67,2.73,2.85,3,20.4,45.377823,192.042618
8/22/2018,261.039368,18746400,1.95,2.09,2.24,2.43,2.65,2.7,2.82,2.99,20.9,44.83466,189.33316
8/23/2018,265.032135,18017100,1.94,2.08,2.23,2.43,2.66,2.72,2.82,2.97,22.290001,44.767963,187.554214
8/24/2018,270.375732,13287800,1.95,2.09,2.25,2.44,2.68,2.72,2.82,2.97,23.98,45.415947,190.66507
8/27/2018,274.030762,12644400,1.96,2.12,2.25,2.47,2.7,2.74,2.85,3,25.26,46.073456,194.286804
8/28/2018,272.521057,11884600,1.96,2.13,2.28,2.47,2.73,2.77,2.88,3.03,25.049999,46.283096,195.618729
8/29/2018,276.754517,10502700,1.97,2.13,2.28,2.48,2.75,2.78,2.89,3.02,25.200001,46.454624,196.129593
8/30/2018,276.078735,8665200,1.97,2.11,2.28,2.47,2.72,2.75,2.86,3,24.889999,45.968636,197.643951
8/31/2018,278.930847,7664800,1.95,2.11,2.28,2.46,2.7,2.74,2.86,3.02,25.17,46.149693,199.815155
9/4/2018,281.932007,9793000,2,2.13,2.29,2.49,2.73,2.78,2.9,3.07,28.059999,45.701824,200.180099
9/5/2018,276.684937,9828900,2,2.14,2.3,2.49,2.72,2.77,2.9,3.08,28.51,45.473122,201.995499
9/6/2018,271.020477,8069900,1.98,2.13,2.3,2.5,2.71,2.76,2.88,3.06,27.84,45.034782,197.023605
9/7/2018,270.165833,7385500,1.98,2.14,2.3,2.53,2.78,2.82,2.94,3.11,27.379999,44.262913,212.176483
9/10/2018,273.017914,5503500,1.98,2.14,2.32,2.54,2.78,2.83,2.94,3.09,29.889999,44.11998,219.502014
9/11/2018,271.099945,6077800,2.02,2.15,2.31,2.55,2.83,2.87,2.98,3.13,30.1,42.814484,212.149124
9/12/2018,266.528656,10477300,2.01,2.16,2.33,2.56,2.82,2.87,2.97,3.11,32.209999,42.814484,209.722458
9/13/2018,269.649109,7638400,2.01,2.15,2.33,2.55,2.83,2.87,2.97,3.11,30.48,43.424347,214.767334
9/14/2018,274.707336,9673400,2.02,2.16,2.33,2.56,2.85,2.9,2.99,3.13,32.720001,43.395763,215.606598
9/17/2018,272.222931,5138200,2.02,2.16,2.35,2.57,2.85,2.89,2.99,3.13,32.43,43.281418,214.229095
9/18/2018,269.331055,7488000,2.05,2.17,2.36,2.58,2.88,2.94,3.05,3.2,31.93,43.929394,220.341278
9/19/2018,270.285126,5621500,2.03,2.16,2.36,2.58,2.89,2.96,3.08,3.23,31.209999,43.977043,222.234634
9/20/2018,264.620605,10764600,2.03,2.17,2.37,2.58,2.89,2.96,3.07,3.21,31.18,44.977604,225.120651
9/21/2018,261.808258,10878200,2.05,2.18,2.38,2.58,2.89,2.95,3.07,3.2,31.02,44.463032,228.034317
9/24/2018,264.044189,7347800,2.07,2.22,2.38,2.6,2.89,2.96,3.08,3.21,32.610001,44.70126,229.275101
9/25/2018,266.737335,7009700,2.12,2.21,2.38,2.59,2.91,2.99,3.1,3.23,32.57,43.748341,227.620697
9/26/2018,265.256622,6713700,2.11,2.2,2.37,2.58,2.89,2.96,3.06,3.19,32.189999,43.548237,225.580215
9/27/2018,265.733612,5360700,2.1,2.18,2.37,2.58,2.89,2.96,3.06,3.19,32.59,43.719749,226.517761
9/28/2018,279.268768,17734900,2.12,2.19,2.36,2.59,2.88,2.94,3.05,3.19,30.889999,45.063362,226.775101
10/1/2018,287.556763,15551500,2.13,2.23,2.4,2.6,2.9,2.96,3.09,3.24,31.42,44.262913,229.330292
10/2/2018,284.694733,9599100,2.14,2.23,2.41,2.61,2.88,2.94,3.05,3.2,29.02,45.835224,228.034317
10/3/2018,284.943146,8013800,2.15,2.23,2.41,2.62,2.94,3.02,3.15,3.3,28.43,46.464153,229.247543
10/4/2018,277.54953,9780500,2.16,2.22,2.42,2.63,2.97,3.05,3.19,3.35,27.780001,45.863815,228.098633
10/5/2018,268.178253,10665900,2.15,2.23,2.41,2.64,2.99,3.07,3.23,3.4,27.35,44.815601,224.477295
10/8/2018,264.113739,10215300,3.15,2.23,2.41,2.64,2.99,3.07,3.23,3.4,26.459999,44.815601,221.848587
10/9/2018,263.885254,6837500,2.17,2.25,2.46,2.65,2.98,3.05,3.21,3.37,27.24,44.358208,224.909302
10/10/2018,244.158936,17123500,2.18,2.27,2.45,2.67,2.97,3.05,3.22,3.39,25,42.690605,213.080185
10/11/2018,233.664734,18135900,2.14,2.27,2.44,2.66,2.94,3,3.14,3.32,25.299999,42.147442,210.387161
10/12/2018,245.003616,15205900,2.14,2.28,2.44,2.66,2.93,3,3.15,3.32,26.34,42.766842,214.109604
10/15/2018,233.913162,11244000,2.17,2.31,2.47,2.67,2.94,3.01,3.16,3.34,26.26,42.433319,213.668411
10/16/2018,244.29805,10217800,2.19,2.3,2.46,2.66,2.95,3.02,3.16,3.32,28.18,43.776936,219.045273
10/17/2018,241.545303,8241700,2.2,2.31,2.47,2.66,2.97,3.04,3.19,3.35,27.299999,43.729282,217.988297
10/18/2018,238.037323,13100500,2.19,2.32,2.47,2.67,2.95,3.03,3.17,3.36,26.620001,42.852604,209.578339
10/19/2018,227.741867,15340200,2.19,2.31,2.48,2.67,2.99,3.05,3.2,3.38,23.66,41.928276,209.817291
10/22/2018,229.779114,9221100,2.18,2.34,2.49,2.68,2.99,3.05,3.2,3.38,25.030001,42.890709,210.129776
10/23/2018,219.682404,15660900,2.21,2.33,2.48,2.67,2.95,3.01,3.17,3.37,25.09,42.404732,210.52504
10/24/2018,198.167313,22107200,2.2,2.34,2.47,2.64,2.89,2.94,3.1,3.33,22.790001,40.422668,201.021286
10/25/2018,206.544785,23793000,2.19,2.34,2.47,2.66,2.92,2.98,3.14,3.35,19.27,42.223682,204.265793
10/26/2018,197.054276,16619600,2.16,2.33,2.47,2.63,2.85,2.91,3.08,3.32,17.629999,43.538704,195.91098
10/29/2018,184.463272,18950400,2.17,2.34,2.49,2.64,2.86,2.91,3.08,3.33,16.85,43.26236,194.394424
10/30/2018,201.73494,20179800,2.21,2.33,2.48,2.66,2.9,2.94,3.12,3.36,17.200001,45.511234,203.135284
10/31/2018,209.516174,18644300,2.2,2.34,2.49,2.69,2.93,2.98,3.15,3.39,18.209999,44.672676,205.414703
11/1/2018,216.750763,14163200,2.21,2.32,2.49,2.67,2.91,2.96,3.14,3.38,20.219999,45.949577,211.287903
11/2/2018,213.580673,11324000,2.19,2.33,2.5,2.7,2.98,3.04,3.22,3.46,20.23,44.89185,202.914658
11/5/2018,210.450317,9483300,2.2,2.36,2.51,2.71,2.99,3.03,3.2,3.43,19.9,45.711353,202.289688
11/6/2018,209.744736,7475300,2.23,2.35,2.52,2.72,3.01,3.05,3.22,3.43,20.68,45.308601,209.789719
11/7/2018,212.457718,12095300,2.23,2.37,2.51,2.74,3.03,3.07,3.22,3.43,21.84,46.718208,215.442322
11/8/2018,204.706329,12783800,2.21,2.35,2.52,2.74,3.05,3.09,3.24,3.43,21.200001,46.977108,220.819183
11/9/2018,204.388321,10331000,2.21,2.36,2.52,2.73,3.01,3.05,3.19,3.4,21.030001,46.133266,219.661118
11/12/2018,188.358841,15427900,2.21,2.36,2.52,2.73,3.01,3.05,3.19,3.4,19.030001,44.733257,205.543381
11/13/2018,198.067963,16117800,2.24,2.38,2.53,2.72,2.95,2.99,3.14,3.36,19.610001,45.442848,206.646317
11/14/2018,195.961166,13164500,2.24,2.38,2.52,2.71,2.92,2.95,3.12,3.35,20.809999,45.155178,207.905518
11/15/2018,201.128754,21017700,2.2,2.37,2.51,2.7,2.91,2.94,3.11,3.36,21.49,46.133266,217.225403
11/16/2018,163.405304,49088000,2.21,2.36,2.5,2.68,2.85,2.9,3.08,3.33,20.66,46.823685,218.392715
11/19/2018,143.798264,42445500,2.23,2.38,2.52,2.66,2.82,2.87,3.06,3.32,19.110001,46.027786,210.598557
11/20/2018,148.15097,42300800,2.23,2.39,2.51,2.67,2.83,2.88,3.06,3.31,19.209999,45.442848,209.293396
11/21/2018,143.808228,25637400,2.25,2.41,2.52,2.67,2.84,2.89,3.06,3.31,18.73,45.097637,211.398178
11/23/2018,144.09639,10299200,2.25,2.41,2.52,2.67,2.83,2.88,3.05,3.31,19.379999,44.627777,211.306274
11/26/2018,152.096222,20370800,2.24,2.41,2.54,2.7,2.86,2.9,3.07,3.32,20.08,45.500385,216.278702
11/27/2018,152.771988,18451500,2.31,2.41,2.53,2.7,2.86,2.89,3.06,3.32,21.049999,46.09491,216.756668
11/28/2018,159.072495,20113100,2.31,2.4,2.53,2.69,2.84,2.87,3.06,3.34,21.34,46.852451,216.196014
11/29/2018,156.535828,13729300,2.31,2.37,2.52,2.69,2.83,2.85,3.03,3.33,21.43,45.740116,216.710709
11/30/2018,162.574066,18239100,2.31,2.37,2.52,2.7,2.83,2.84,3.01,3.3,21.299999,47.283966,218.208893
12/3/2018,169.149429,22270100,2.3,2.38,2.56,2.72,2.84,2.83,2.98,3.27,23.709999,48.070271,222.491989
12/4/2018,156.287155,20302800,2.37,2.42,2.58,2.71,2.81,2.79,2.91,3.16,21.120001,45.788059,213.273178
12/6/2018,157.460968,17307700,2.36,2.41,2.56,2.7,2.76,2.75,2.87,3.14,21.299999,46.382587,208.86142
12/7/2018,146.836914,17041900,2.32,2.4,2.54,2.68,2.72,2.7,2.85,3.14,19.459999,44.340103,210.074646
12/10/2018,151.064651,15736800,2.32,2.41,2.54,2.69,2.73,2.71,2.85,3.13,19.99,45.270241,219.900055
12/11/2018,147.413864,16797800,2.28,2.41,2.55,2.7,2.78,2.75,2.89,3.13,19.98,45.433266,226.876221
12/12/2018,148.120148,16353400,2.3,2.43,2.56,2.7,2.78,2.77,2.91,3.15,20.48,45.864777,234.357849
12/13/2018,148.110184,11784600,2.36,2.43,2.56,2.69,2.76,2.75,2.91,3.16,19.860001,46.30587,237.409348
12/14/2018,145.682983,11795500,2.36,2.42,2.56,2.68,2.72,2.73,2.89,3.14,19.9,45.893539,234.220001
12/17/2018,142.828003,16571700,2.36,2.4,2.54,2.66,2.68,2.69,2.86,3.11,18.83,45.145596,233.576614
12/18/2018,146.17041,14109300,2.35,2.39,2.53,2.64,2.64,2.65,2.82,3.07,19.5,45.778473,231.895462
12/19/2018,137.784561,18634100,2.35,2.4,2.54,2.62,2.61,2.62,2.77,3,18.16,43.697632,226.526962
12/20/2018,134.392441,18739700,2.42,2.39,2.55,2.64,2.65,2.65,2.79,3.02,17.940001,43.668865,224.669327
12/21/2018,128.891418,21593500,2.41,2.39,2.54,2.62,2.61,2.64,2.79,3.03,16.93,42.997627,227.474335
12/24/2018,126.414436,11596000,2.42,2.45,2.52,2.61,2.56,2.58,2.74,3,16.65,41.798988,217.155289
12/26/2018,132.402924,17377500,2.41,2.44,2.54,2.61,2.6,2.67,2.81,3.06,17.9,44.292156,230.474396
12/27/2018,130.483002,15926100,2.43,2.41,2.49,2.58,2.55,2.6,2.77,3.05,17.49,44.455173,232.99147
12/28/2018,132.950027,15718200,2.39,2.4,2.48,2.57,2.5,2.56,2.72,3.04,17.82,44.829147,235.536392
12/31/2018,132.800812,11628500,2.44,2.45,2.56,2.63,2.46,2.51,2.69,3.02,18.459999,45.001755,236.177261
1/2/2019,135.506561,12718800,2.4,2.42,2.51,2.6,2.47,2.49,2.66,2.97,18.83,45.145596,235.462082
1/3/2019,127.319656,17638800,2.42,2.41,2.47,2.5,2.35,2.37,2.56,2.92,17.049999,42.662006,214.517471
1/4/2019,135.476715,14640500,2.4,2.42,2.51,2.57,2.47,2.49,2.67,2.98,19,45.279839,216.625854
1/7/2019,142.648941,17729000,2.42,2.45,2.54,2.58,2.51,2.53,2.7,2.99,20.57,45.490799,221.037689
1/8/2019,139.097656,19650400,2.4,2.46,2.54,2.6,2.57,2.58,2.73,3,20.75,45.778473,219.263672
1/9/2019,141.833252,15431500,2.4,2.45,2.52,2.59,2.54,2.57,2.74,3.03,20.190001,46.037373,228.746796
1/10/2019,144.469391,13078900,2.42,2.43,2.51,2.59,2.54,2.56,2.74,3.06,19.74,46.564781,231.756165
1/11/2019,148.050507,21869100,2.41,2.43,2.5,2.58,2.51,2.52,2.71,3.04,20.27,46.919579,232.7314
1/14/2019,149.652069,18254200,2.42,2.45,2.52,2.57,2.51,2.53,2.71,3.06,20.23,46.363407,233.010025
1/15/2019,149.085068,15425300,2.41,2.45,2.52,2.57,2.51,2.53,2.72,3.08,20.379999,46.603134,238.229935
1/16/2019,148.060486,11752600,2.41,2.43,2.49,2.57,2.53,2.54,2.73,3.07,19.73,46.152443,233.780945
1/17/2019,150.9254,12335900,2.41,2.42,2.5,2.57,2.55,2.58,2.75,3.07,20.25,46.478474,237.152527
1/18/2019,156.108093,16283400,2.4,2.41,2.5,2.6,2.6,2.62,2.79,3.09,20.77,47.168896,242.251694
1/22/2019,147.990829,16538800,2.38,2.43,2.51,2.59,2.55,2.57,2.74,3.06,19.76,46.286694,239.90181
1/23/2019,148.508072,14775500,2.37,2.41,2.51,2.59,2.57,2.59,2.76,3.07,19.799999,45.970249,239.1866
1/24/2019,157.013306,17724300,2.38,2.37,2.5,2.58,2.54,2.55,2.72,3.04,20.85,47.715473,244.787308
1/25/2019,159.311218,28864300,2.36,2.39,2.51,2.6,2.58,2.59,2.76,3.06,21.93,45.107239,248.864761
1/28/2019,137.287201,62788200,2.39,2.42,2.51,2.6,2.58,2.58,2.75,3.06,20.18,44.790791,248.567551
1/29/2019,130.910782,28848300,2.39,2.42,2.51,2.6,2.54,2.55,2.72,3.04,19.25,44.627777,247.360123
1/30/2019,136.670441,24355700,2.4,2.42,2.5,2.57,2.49,2.49,2.7,3.06,23.09,45.586693,251.539734
1/31/2019,142.997116,21071300,2.42,2.41,2.46,2.55,2.43,2.43,2.63,2.99,24.41,45.183949,249.152725
2/1/2019,143.971985,15626200,2.41,2.4,2.46,2.56,2.5,2.51,2.7,3.03,24.51,46.727787,247.815231
2/4/2019,148.398666,13214800,2.41,2.42,2.49,2.57,2.52,2.53,2.73,3.06,24.129999,47.197662,252.747192
2/5/2019,149.164642,13560600,2.39,2.42,2.5,2.56,2.5,2.51,2.71,3.03,23.309999,47.9552,250.778137
2/6/2019,152.198669,17561600,2.4,2.42,2.5,2.56,2.5,2.5,2.7,3.03,23.26,48.153027,256.54599
2/7/2019,146.647903,15928000,2.43,2.42,2.49,2.55,2.46,2.46,2.65,3,22.67,47.506477,249.932877
2/8/2019,147.393982,11540100,2.43,2.43,2.49,2.54,2.43,2.44,2.63,2.97,23.049999,47.130135,254.549088
2/11/2019,145.682983,12379500,2.44,2.45,2.51,2.55,2.47,2.47,2.65,3,22.959999,47.062584,256.090942
2/12/2019,150.37825,14776500,2.42,2.43,2.5,2.55,2.48,2.49,2.68,3.02,22.82,48.259171,259.499664
2/13/2019,152.07933,15134300,2.42,2.44,2.51,2.55,2.52,2.53,2.71,3.04,22.85,48.703072,261.292267
2/14/2019,153.720657,20681600,2.45,2.43,2.51,2.53,2.48,2.48,2.66,3.01,23.129999,49.031162,261.459412
2/15/2019,156.515961,37918700,2.43,2.43,2.5,2.55,2.5,2.49,2.66,3,23.68,49.851406,261.858795
2/19/2019,155.819626,13797300,2.44,2.45,2.52,2.54,2.47,2.47,2.65,2.99,23.950001,49.60051,261.608063
2/20/2019,157.719604,13524700,2.41,2.45,2.51,2.54,2.47,2.47,2.65,3,23.950001,49.590862,263.242767
2/21/2019,154.954178,11213700,2.43,2.45,2.51,2.55,2.49,2.51,2.69,3.05,23.92,49.610165,260.93927
2/22/2019,158.356277,10043500,2.43,2.46,2.51,2.55,2.46,2.47,2.65,3.02,24.360001,50.652351,256.815399
2/25/2019,157.858887,16400500,2.44,2.47,2.51,2.56,2.48,2.48,2.67,3.03,24.709999,51.240997,258.7659
2/26/2019,156.277206,12211600,2.43,2.45,2.51,2.55,2.44,2.45,2.64,3.01,24.209999,51.366447,255.42218
2/27/2019,154.596054,12506400,2.43,2.45,2.52,2.54,2.48,2.49,2.69,3.07,23.48,51.376091,252.162079
2/28/2019,153.610229,8123600,2.44,2.45,2.5,2.54,2.5,2.52,2.73,3.09,23.530001,51.105892,255.756531
3/1/2019,155.791,8929700,2.44,2.44,2.52,2.55,2.54,2.56,2.76,3.13,23.68,51.433994,253.332367
3/4/2019,156.119614,10249800,2.45,2.46,2.54,2.54,2.52,2.53,2.72,3.09,23.370001,52.051582,255.319977
3/5/2019,155.860718,9073100,2.44,2.46,2.53,2.54,2.52,2.53,2.72,3.08,23.5,51.80069,257.289063
3/6/2019,151.409531,10088100,2.43,2.47,2.53,2.54,2.49,2.49,2.69,3.06,22.41,51.096249,252.032028
3/7/2019,148.631271,11252600,2.45,2.45,2.52,2.52,2.44,2.44,2.64,3.03,22.08,50.758499,246.607773
3/8/2019,150.005463,10560400,2.45,2.46,2.52,2.53,2.43,2.42,2.62,3,22.01,50.6427,245.381775
3/11/2019,160.461258,21493200,2.44,2.46,2.54,2.53,2.45,2.44,2.64,3.03,22.959999,51.482239,249.905014
3/12/2019,161.835434,14489400,2.44,2.46,2.53,2.52,2.41,2.41,2.61,3,23.49,51.694538,250.434464
3/13/2019,167.909744,19222500,2.43,2.45,2.53,2.53,2.41,2.42,2.61,3.02,23.379999,52.46653,251.901947
3/14/2019,164.862625,12984600,2.48,2.45,2.52,2.52,2.42,2.43,2.63,3.04,22.82,51.569088,249.106277
3/15/2019,169.094727,16537100,2.46,2.45,2.52,2.52,2.39,2.4,2.59,3.02,23.290001,52.427933,269.623627
3/18/2019,168.238358,12174800,2.47,2.44,2.51,2.52,2.41,2.42,2.6,3.01,23.25,52.205982,272.920898
3/19/2019,174.969864,21374300,2.46,2.46,2.52,2.5,2.42,2.42,2.61,3.02,26,52.273537,278.001495
3/20/2019,173.665405,17978700,2.45,2.48,2.49,2.47,2.34,2.34,2.54,2.98,25.700001,51.935791,272.725555
3/21/2019,183.165207,20607800,2.51,2.49,2.5,2.48,2.34,2.34,2.54,2.96,27.889999,52.727081,278.13269
3/22/2019,176.752319,18691100,2.49,2.46,2.48,2.45,2.24,2.24,2.44,2.88,26.370001,51.39539,274.243652
3/25/2019,173.047989,13130300,2.47,2.46,2.49,2.41,2.19,2.21,2.43,2.87,25.969999,50.932201,273.784546
3/26/2019,176.124969,17587700,2.46,2.46,2.49,2.44,2.18,2.18,2.41,2.86,25.690001,51.569088,278.348236
3/27/2019,175.756546,11859300,2.45,2.44,2.46,2.4,2.16,2.18,2.39,2.83,24.889999,51.298897,277.354889
3/28/2019,176.503387,12006600,2.44,2.43,2.44,2.4,2.18,2.2,2.39,2.81,25.059999,51.250648,280.259918
3/29/2019,178.80365,11422400,2.43,2.4,2.44,2.4,2.21,2.23,2.41,2.81,25.52,51.819992,281.796722
4/1/2019,181.512192,12095600,2.42,2.43,2.46,2.41,2.29,2.31,2.49,2.89,26.360001,52.601627,286.55722
4/2/2019,182.229156,11023000,2.43,2.42,2.45,2.41,2.26,2.28,2.48,2.88,26.75,52.456882,283.989594
4/3/2019,187.8255,19719500,2.42,2.44,2.45,2.41,2.29,2.32,2.52,2.93,29.02,53.53767,285.06723
4/4/2019,187.46701,11434400,2.43,2.44,2.46,2.41,2.29,2.32,2.51,2.92,29.09,53.962269,283.005585
4/5/2019,190.145676,12043600,2.42,2.44,2.46,2.43,2.3,2.31,2.5,2.91,28.98,53.653469,285.142181
4/8/2019,190.982147,10604800,2.43,2.43,2.48,2.43,2.31,2.33,2.52,2.93,28.530001,53.730667,285.329651
4/9/2019,188.462784,10999300,2.42,2.42,2.46,2.42,2.31,2.31,2.51,2.92,27.24,53.383274,284.364441
4/10/2019,191.290863,11119300,2.4,2.43,2.46,2.41,2.27,2.28,2.48,2.9,27.83,53.798214,288.169067
4/11/2019,190.7332,9365000,2.42,2.43,2.46,2.44,2.3,2.31,2.51,2.94,27.790001,53.846466,289.949585
4/12/2019,189.209625,11792700,2.41,2.44,2.47,2.44,2.36,2.38,2.56,2.97,27.85,54.444763,297.090302
4/15/2019,183.921982,11002300,2.42,2.43,2.46,2.43,2.36,2.37,2.55,2.96,27.33,54.309666,296.499908
4/16/2019,187.417236,9874100,2.43,2.43,2.47,2.45,2.38,2.41,2.6,2.99,27.93,54.724613,298.467834
4/17/2019,186.501099,8775100,2.43,2.44,2.47,2.44,2.37,2.4,2.59,2.99,27.49,56.509842,300.370209
4/18/2019,185.515274,9524700,2.44,2.42,2.47,2.44,2.36,2.38,2.57,2.96,27.68,56.442295,298.580322
4/22/2019,187.676132,6998400,2.44,2.44,2.47,2.46,2.36,2.39,2.59,2.99,28.18,56.760738,295.187988
4/23/2019,189.866852,8671400,2.43,2.45,2.46,2.43,2.34,2.36,2.57,2.98,27.969999,56.722137,295.78775
4/24/2019,190.364761,7955100,2.42,2.44,2.46,2.42,2.28,2.32,2.53,2.94,28.459999,56.664242,294.560089
4/25/2019,186.122696,12482400,2.43,2.43,2.46,2.42,2.29,2.33,2.54,2.94,27.66,55.593102,292.208008
